path,pre_sha256,post_sha256,change_type,allowed_scope,status
audit/CLEAN_ROOM_PLAN.md,da1881560240572e06bc99634a9334bbf85defd69831e3e0b171baa5c7224106,da1881560240572e06bc99634a9334bbf85defd69831e3e0b171baa5c7224106,UNCHANGED,true,PASS
audit/FINAL_DECISION.yaml,e05dd539b36f8d76232c97477b89e4cd5eac314be4975b2042e80544a5832c1e,e05dd539b36f8d76232c97477b89e4cd5eac314be4975b2042e80544a5832c1e,UNCHANGED,true,PASS
audit/FORBIDDEN_ASSET_SCAN.csv,2bb7828408149d0e76a126eb2bfcf37233c4cfd30b901e08ce43893ba072cd2a,2bb7828408149d0e76a126eb2bfcf37233c4cfd30b901e08ce43893ba072cd2a,UNCHANGED,true,PASS
audit/IMPLEMENTATION_REPORT.md,772e99c980bc8af36453266d5fe3b090c9feabc3a67d5c18d64be6cbc934acba,772e99c980bc8af36453266d5fe3b090c9feabc3a67d5c18d64be6cbc934acba,UNCHANGED,true,PASS
audit/PACKAGE_AUDIT.md,c126f18ce5b97affc1097f6f4318b7205e3a4f7438c875900c3fc2a54f930053,c126f18ce5b97affc1097f6f4318b7205e3a4f7438c875900c3fc2a54f930053,UNCHANGED,true,PASS
audit/SOURCE_CONCEPT_MAP.csv,faae92ae2f19648ff3bd8c5c868159f124f072388b8b2cc26e5a255e7594f88d,faae92ae2f19648ff3bd8c5c868159f124f072388b8b2cc26e5a255e7594f88d,UNCHANGED,true,PASS
audit/TEST_REPORT.md,2fd9a1c4eb28f07d34ede9246ac82b77697ac25be758ba4f42ba13257e0b1d4e,2fd9a1c4eb28f07d34ede9246ac82b77697ac25be758ba4f42ba13257e0b1d4e,UNCHANGED,true,PASS
configs/gate_policy.example.yaml,f4b035bee3a3bde8e2e6d23c1e7d725e35c473c7a42eb2b3f5a208a1cfc50448,f4b035bee3a3bde8e2e6d23c1e7d725e35c473c7a42eb2b3f5a208a1cfc50448,UNCHANGED,true,PASS
configs/integrity_policy.example.yaml,be83080918e03121b7e0ccac72fa009b29c3b68329b58752d05696b993988c1d,be83080918e03121b7e0ccac72fa009b29c3b68329b58752d05696b993988c1d,UNCHANGED,true,PASS
configs/split_policy.example.yaml,559a7c0d72a99217b2fc97c410e763d2fb0921d2d34cf171b3070e2de5f18550,559a7c0d72a99217b2fc97c410e763d2fb0921d2d34cf171b3070e2de5f18550,UNCHANGED,true,PASS
configs/support_schema.example.yaml,32fa42fa8c832d697ce013e303beebb553787726251c7715c1ccd6febacc56b8,32fa42fa8c832d697ce013e303beebb553787726251c7715c1ccd6febacc56b8,UNCHANGED,true,PASS
docs/design_principles.md,5753bea05d14b04c4abbce32d4d1500e26aad31bf8748d54dfc93fdc0b7d6cd5,5753bea05d14b04c4abbce32d4d1500e26aad31bf8748d54dfc93fdc0b7d6cd5,UNCHANGED,true,PASS
docs/gate_semantics.md,bab3d35a8bd268eb1c51f2cd8391f2cf588d719a4289f633b755341c2d1ecf9a,bab3d35a8bd268eb1c51f2cd8391f2cf588d719a4289f633b755341c2d1ecf9a,UNCHANGED,true,PASS
docs/integrity_model.md,e94b6ec881f767a18667a700d2f8b35b9a76d31b1221ca914bb7ba6bd968f33d,e94b6ec881f767a18667a700d2f8b35b9a76d31b1221ca914bb7ba6bd968f33d,UNCHANGED,true,PASS
docs/limitations.md,24a46b5a15007f2be6e39cb10536542672c3b1744f3e727af3278bccb98b795a,24a46b5a15007f2be6e39cb10536542672c3b1744f3e727af3278bccb98b795a,UNCHANGED,true,PASS
docs/migration_provenance.md,08a0192d5b84e224e51583c6351108019ff98ea430d5c8d6791f558b0486e356,08a0192d5b84e224e51583c6351108019ff98ea430d5c8d6791f558b0486e356,UNCHANGED,true,PASS
docs/optimization_audit.md,dc897605acefb6542019f098683ad7f3267350dbdda733248a0c42c3e24f4236,dc897605acefb6542019f098683ad7f3267350dbdda733248a0c42c3e24f4236,UNCHANGED,true,PASS
docs/protocol_deviations.md,b9e33922f21be3b3dff724548fb4f23faa91234ab5696ff19c5e9dfbe9ddedc6,b9e33922f21be3b3dff724548fb4f23faa91234ab5696ff19c5e9dfbe9ddedc6,UNCHANGED,true,PASS
docs/support_audit.md,0c58a3d660bf8f1dc006a081aa9d42078ebb4b4d6dcf8d8a1e984b6245636969,0c58a3d660bf8f1dc006a081aa9d42078ebb4b4d6dcf8d8a1e984b6245636969,UNCHANGED,true,PASS
docs/validation_audit.md,451c868d1a3a8d6a06d0e6071b1b83b1a941bf6ece522dd842d05dceb2e9306e,451c868d1a3a8d6a06d0e6071b1b83b1a941bf6ece522dd842d05dceb2e9306e,UNCHANGED,true,PASS
examples/conditional_support_demo/README.md,,727792e0d5ad095a50a4aa8b17691cf7da8a035a99c0a939ec98f2637626f6d1,ADDED,true,PASS
examples/conditional_support_demo/data.csv,8ebcf408920e8f518285671e8082a9b113234495e77e14de95a15b76dc152108,8ebcf408920e8f518285671e8082a9b113234495e77e14de95a15b76dc152108,UNCHANGED,true,PASS
examples/gate_demo/README.md,,69c4b99d5f78efd9fa38f9f6dc423a0c16275509218d2ca9a92b65d72ab158ab,ADDED,true,PASS
examples/gate_demo/metrics.json,ce0710623abfb6ca86dacc9462416994bf562bcf4747c38a897e195e92df09a3,ce0710623abfb6ca86dacc9462416994bf562bcf4747c38a897e195e92df09a3,UNCHANGED,true,PASS
examples/gate_demo/policy.yaml,fec4864fa45f7fd05eb7c2c1bda2d6d7d439a2041a04f7d8f26ec7a9dd06ea56,fec4864fa45f7fd05eb7c2c1bda2d6d7d439a2041a04f7d8f26ec7a9dd06ea56,UNCHANGED,true,PASS
examples/integrity_demo/README.md,3c08a1337cf26de5440fdf6a32c32a4894f0a3073b113111d40c5337a5d6ffd7,3c08a1337cf26de5440fdf6a32c32a4894f0a3073b113111d40c5337a5d6ffd7,UNCHANGED,true,PASS
examples/integrity_demo/results.csv,181058827d5f1e9df000cd3c91588d55844663aa5181de366160ae07d05d13bd,181058827d5f1e9df000cd3c91588d55844663aa5181de366160ae07d05d13bd,UNCHANGED,true,PASS
examples/leakage_demo/README.md,,f2742955df7935a92bdf0a535e8d78fa13964d37eea752bd31025e80b04bd6d1,ADDED,true,PASS
examples/leakage_demo/data.csv,721b50ec1b9da4d25eb8bfa7086d8145faa532632ab6a976c714a29bc7446d29,721b50ec1b9da4d25eb8bfa7086d8145faa532632ab6a976c714a29bc7446d29,UNCHANGED,true,PASS
examples/leakage_demo/manifest.csv,5c9ade1702f44771dbbb2e1567f398aff09671d0913cb82ff8f8ca5d2a04c952,5c9ade1702f44771dbbb2e1567f398aff09671d0913cb82ff8f8ca5d2a04c952,UNCHANGED,true,PASS
examples/pareto_audit_demo/README.md,,057c1529c82d333fe2afff1c0e0af0a3feaa2a167a4eebbf96d743e1166b786a,ADDED,true,PASS
examples/pareto_audit_demo/candidates.csv,8d6773325120e793db5d0a3adc1c41eb8388d2be32e3f892e2bbb15ee427121c,8d6773325120e793db5d0a3adc1c41eb8388d2be32e3f892e2bbb15ee427121c,UNCHANGED,true,PASS
pyproject.toml,342ebcc4c48fb737062a791c75f599dcd67452ce57d98df73716dc593979b272,0c8d3a1a96093f6a26a63e59e2905b8a6a4cb42a2c8e486bcd8667f1b8cfda78,MODIFIED,true,PASS
src/research_audit_kit/__init__.py,9cc7162e82790b447f9e104c2b7bf630a87bac4585ae78ab7a0dbc7c446db9af,9cc7162e82790b447f9e104c2b7bf630a87bac4585ae78ab7a0dbc7c446db9af,UNCHANGED,true,PASS
src/research_audit_kit/__main__.py,76fa916e93e0ae1a6c1bb51dcc0bcf289c014e9f760a47165f8a84401ccf41d7,76fa916e93e0ae1a6c1bb51dcc0bcf289c014e9f760a47165f8a84401ccf41d7,UNCHANGED,true,PASS
src/research_audit_kit/cli.py,612ce6defe492808df4596b66a43b91743fc15f1e56d7f1e2bea5da314acce2d,543f8555e91889356f7ed82db69c4a15fc8da7c4059b4fd9f487d82f626dc834,MODIFIED,true,PASS
src/research_audit_kit/constants.py,029f1f84ab4c5599acb5f546b210a15b123ab71350775ec97a6294d248c05257,5e6732100921c8c6b5ca5bcf88994a6aa0585c6b7f13435c62c6bcb56446eadb,MODIFIED,true,PASS
src/research_audit_kit/exceptions.py,bd5f27d1d0758e7ff9774e9ebb6a9f25f202ce190402f38819fcdc6cbeb8004e,4cae1aaa1b9cadc0d1addcf2b26eb96434ca5637fe0db3c5207f2aa8da26408e,MODIFIED,true,PASS
src/research_audit_kit/governance/__init__.py,e996791912a6c7dc519f9197bc0c92b340549b47188524cf93592a6e807894b3,e996791912a6c7dc519f9197bc0c92b340549b47188524cf93592a6e807894b3,UNCHANGED,true,PASS
src/research_audit_kit/governance/claims.py,df45c3be5378ad84e1d04eea5efb479e7e58e35aff6d217f559b05f3ee203774,df45c3be5378ad84e1d04eea5efb479e7e58e35aff6d217f559b05f3ee203774,UNCHANGED,true,PASS
src/research_audit_kit/governance/decisions.py,cbce2770ad73c07154ee397a5c80855576fe50f993b43e7c0e2ea9ade377e157,cbce2770ad73c07154ee397a5c80855576fe50f993b43e7c0e2ea9ade377e157,UNCHANGED,true,PASS
src/research_audit_kit/governance/deviations.py,cbe4b83bade0259b50bed9ce35575d72d62df7dcd7f8c935c6c09c5d00539d8a,0b4bc1ee2307b083e0b3b134d278dba8a0dd138e0081c13b5b74c1a467c67eb1,MODIFIED,true,PASS
src/research_audit_kit/governance/gates.py,aa9b8e9bc494adc3fc2f7186b5062b3e954abfff871e060e94c752036ba4c575,8476e46369b7abd48f22d5167bc63dcd948eedb1d37c56ccd21ea90208a93ed4,MODIFIED,true,PASS
src/research_audit_kit/governance/negative_results.py,2981c023369c763009ef4436dbc1429ad1d065016ab283c0858565dee2cf3b71,2981c023369c763009ef4436dbc1429ad1d065016ab283c0858565dee2cf3b71,UNCHANGED,true,PASS
src/research_audit_kit/integrity/__init__.py,7415fac1893db6cd1ff3600a1461dcaa6fb0e48b44704eed52236502b0a51c1c,7415fac1893db6cd1ff3600a1461dcaa6fb0e48b44704eed52236502b0a51c1c,UNCHANGED,true,PASS
src/research_audit_kit/integrity/baseline.py,c42e2f866548c9db4b450bca81a2e7adf911de3b2919853f1c7188cb4152fae2,37ca8a515c4cbe5dc3e6ee0a2afbcf53c52308832aca4aa350a014ca57b3552a,MODIFIED,true,PASS
src/research_audit_kit/integrity/hashing.py,47c14aa6bb9378ce2c1c003f1ca274389c13712e59bfee037a3d26d094510637,d119650a075d9b50bc1af37da203299a7d3e6487850a5936050e18c18a63471b,MODIFIED,true,PASS
src/research_audit_kit/integrity/inventory.py,cf59b6079e1308c65e6541bfaa6a508f27dc9361a06beef5fdd86e6c9ad52181,c8de28bc474fa7e11da6adf22ebf222f481e497304ec1d85e30c2f3760f80c2a,MODIFIED,true,PASS
src/research_audit_kit/integrity/policy.py,41e685b2dc4c5f6825e5efb9b29daaa71d730e974d6d65596febc6e3e769be10,9b01cb0c2fe9ed3f8279f6b7950d3e429c6a81eb6d0dd04d4b9c8b77465d0fbd,MODIFIED,true,PASS
src/research_audit_kit/integrity/verification.py,275c78ca9d09529d989e3a77f112c0c82b7d0b4ef1e8a83f62d43976c7f13146,c430878d7dfb022532e246e5e5cc1ca64058b929a998d1148249bb8b4d7b4f8c,MODIFIED,true,PASS
src/research_audit_kit/integrity/volatility.py,1a6e2e7dd357a8c72d9bbed299ea12f780a711bd2ae525bcc59fcb6521edcaf7,1a6e2e7dd357a8c72d9bbed299ea12f780a711bd2ae525bcc59fcb6521edcaf7,UNCHANGED,true,PASS
src/research_audit_kit/io/__init__.py,4124d4e614f8de043c034b94e65b21c2b24524d7696926e843140523025c67ac,4124d4e614f8de043c034b94e65b21c2b24524d7696926e843140523025c67ac,UNCHANGED,true,PASS
src/research_audit_kit/io/csv_io.py,a57379c692a6825eaebe86eac940010a9fe6dc8af4e58bd41fabeace121dae0f,135c66ce0235fd6f1174ff39ddcd5f9b091f39cf59d9721de8f534ee4367717d,MODIFIED,true,PASS
src/research_audit_kit/io/json_io.py,20ab415c510c081f6c184a44b853c3d3214e51a972c7c628af9d0e74b2493858,20ab415c510c081f6c184a44b853c3d3214e51a972c7c628af9d0e74b2493858,UNCHANGED,true,PASS
src/research_audit_kit/io/yaml_io.py,3f34e4c095d874e8e9d769eca9dc9a2d78d1aa31dd119d3333aaf13ba8410dc4,3f34e4c095d874e8e9d769eca9dc9a2d78d1aa31dd119d3333aaf13ba8410dc4,UNCHANGED,true,PASS
src/research_audit_kit/optimization_audit/__init__.py,4d59d68f213eb9614e08ca452a93015d5fcfd0f9525535fe4f3b476402571c71,4d59d68f213eb9614e08ca452a93015d5fcfd0f9525535fe4f3b476402571c71,UNCHANGED,true,PASS
src/research_audit_kit/optimization_audit/contamination.py,b94b12e834b17b4c35c9dc50f82d0a870ac3df0135ca9bd6d104ea74a04b75f4,b94b12e834b17b4c35c9dc50f82d0a870ac3df0135ca9bd6d104ea74a04b75f4,UNCHANGED,true,PASS
src/research_audit_kit/optimization_audit/metrics.py,4bb9775aacc91fb01ac57ee46e4557ea8faa0417e26ab4f7697dcb8b0a2c8660,4bb9775aacc91fb01ac57ee46e4557ea8faa0417e26ab4f7697dcb8b0a2c8660,UNCHANGED,true,PASS
src/research_audit_kit/optimization_audit/pareto.py,e73c76daa55c98cacf2ba8328055e1f686ebaa736fc176319b7ddd7830446d0b,e73c76daa55c98cacf2ba8328055e1f686ebaa736fc176319b7ddd7830446d0b,UNCHANGED,true,PASS
src/research_audit_kit/optimization_audit/recommendation.py,19ecfcf8bb12563ce3fc0a46dc38bd037a50055b92ea0f7c53273317fcef06cf,19ecfcf8bb12563ce3fc0a46dc38bd037a50055b92ea0f7c53273317fcef06cf,UNCHANGED,true,PASS
src/research_audit_kit/reporting/__init__.py,88c1ad02a26fb702b6287c5adf96b7067fcf9df25a883d7928001331a8dc52b7,88c1ad02a26fb702b6287c5adf96b7067fcf9df25a883d7928001331a8dc52b7,UNCHANGED,true,PASS
src/research_audit_kit/reporting/machine_readable.py,67fe7fd247b4d0f7a1384dd340893d395f3fed21b96ca3c5319f06c336e96c56,67fe7fd247b4d0f7a1384dd340893d395f3fed21b96ca3c5319f06c336e96c56,UNCHANGED,true,PASS
src/research_audit_kit/reporting/markdown.py,240a81134f9b4fce8c631741c4461a52b9ac277681da523685d9927c05ccc0d9,240a81134f9b4fce8c631741c4461a52b9ac277681da523685d9927c05ccc0d9,UNCHANGED,true,PASS
src/research_audit_kit/reporting/summary.py,5f373a71b55c6a194ee42a1597c66292131131cc263d78d535dd53b845e3129e,c0eb50c1468dc5872ebbdcf3bf9289726eb7b176850cb0aa1d84683ccdaaba95,MODIFIED,true,PASS
src/research_audit_kit/support/__init__.py,20308f0a9a678cc3963361bf1197c8a94278ed627f656d83617e8f470389aa62,20308f0a9a678cc3963361bf1197c8a94278ed627f656d83617e8f470389aa62,UNCHANGED,true,PASS
src/research_audit_kit/support/conditional.py,960fb366fa87823e4e74f4016d223063f47c0db814383b4722c9a64c9312ce25,960fb366fa87823e4e74f4016d223063f47c0db814383b4722c9a64c9312ce25,UNCHANGED,true,PASS
src/research_audit_kit/support/joint.py,8d62d3786e0c1a649e914a7bb0d8a8143f218382f27a28ea65afdb90608c955e,8d62d3786e0c1a649e914a7bb0d8a8143f218382f27a28ea65afdb90608c955e,UNCHANGED,true,PASS
src/research_audit_kit/support/marginal.py,9875ab9c8d0a5dd2821ec390240d6418122cbc8ab8b30829d57db265757a3e15,9875ab9c8d0a5dd2821ec390240d6418122cbc8ab8b30829d57db265757a3e15,UNCHANGED,true,PASS
src/research_audit_kit/support/missingness.py,916175d45b5529c9d5f7fa143052d7aead83a42f4466f77349c9ecde1700fc7b,916175d45b5529c9d5f7fa143052d7aead83a42f4466f77349c9ecde1700fc7b,UNCHANGED,true,PASS
src/research_audit_kit/support/report.py,74c8e8979f97121af881c1428c0e8bea7839e03fbe209d9ac09ccad935ebb280,74c8e8979f97121af881c1428c0e8bea7839e03fbe209d9ac09ccad935ebb280,UNCHANGED,true,PASS
src/research_audit_kit/support/taxonomy.py,2536d631f4fcfa606fc8e3379addb4b4314ab162cdafd6c0bdff5032dd884479,2536d631f4fcfa606fc8e3379addb4b4314ab162cdafd6c0bdff5032dd884479,UNCHANGED,true,PASS
src/research_audit_kit/validation/__init__.py,20b2a85ef7292fbed7cc1706a2387191c40d233edf089fbf08a24f6ec6a3fa3d,20b2a85ef7292fbed7cc1706a2387191c40d233edf089fbf08a24f6ec6a3fa3d,UNCHANGED,true,PASS
src/research_audit_kit/validation/determinism.py,8298ec69c76b68a9365f5bb592f1a36582994616702e6b8ba73e9d60c2005142,8298ec69c76b68a9365f5bb592f1a36582994616702e6b8ba73e9d60c2005142,UNCHANGED,true,PASS
src/research_audit_kit/validation/fold_local.py,5bef0d7bcff17c5be0ca1019c876b15c4c4bcdb05b453d83f2badd8a9a267a36,a40a93f994e468a88579f5f599c91ee735955765f3684b9c5a86941a5ef680d6,MODIFIED,true,PASS
src/research_audit_kit/validation/leakage.py,db80edce4027293c28b43603601aa251f6923b4737f78adbd178d898d25a30fc,a1f67eb7ef673e4d5da03458647f910c0ebea6e26be3c57910130071982bfb36,MODIFIED,true,PASS
src/research_audit_kit/validation/split_manifest.py,362a96c7c03ac6246ec752d47d66af982b80cadbd89ebbfb3ed5d71e259b46a7,362a96c7c03ac6246ec752d47d66af982b80cadbd89ebbfb3ed5d71e259b46a7,UNCHANGED,true,PASS
tests/conftest.py,14dd282cdb563ffd3ed97d38b3d07fa029bc0615bb652241de3834bc9d96a572,14dd282cdb563ffd3ed97d38b3d07fa029bc0615bb652241de3834bc9d96a572,UNCHANGED,true,PASS
tests/fixtures/clean_repo/README.md,f0dbd2c2a30dce4a23d8ef89ddf15ae56fc5cc2e2924c24f6749eaa82e4d32ef,f0dbd2c2a30dce4a23d8ef89ddf15ae56fc5cc2e2924c24f6749eaa82e4d32ef,UNCHANGED,true,PASS
tests/fixtures/clean_repo/analysis.py,4902a3642c4041f17597dde2236add55bda6883d1b0be6ad602a6d1e1e81652d,4902a3642c4041f17597dde2236add55bda6883d1b0be6ad602a6d1e1e81652d,UNCHANGED,true,PASS
tests/fixtures/clean_repo/measurements.csv,091f930b6a8143d21afb68185a9bf7cde5e425c99175f9dfeeae01fccedc826e,091f930b6a8143d21afb68185a9bf7cde5e425c99175f9dfeeae01fccedc826e,UNCHANGED,true,PASS
tests/fixtures/conditional_grid/data.csv,7f3fab9fcf8de80ce5b4b3cb11f361c91bb424e792553d9ce46c050177f41c80,7f3fab9fcf8de80ce5b4b3cb11f361c91bb424e792553d9ce46c050177f41c80,UNCHANGED,true,PASS
tests/fixtures/conditional_grid/schema.yaml,3eb643a981b1413fb77139a4a2d1d5b77e6ae90bcc5182b7dd442f7475a6f39f,3eb643a981b1413fb77139a4a2d1d5b77e6ae90bcc5182b7dd442f7475a6f39f,UNCHANGED,true,PASS
tests/fixtures/contaminated_pareto/candidates.csv,7f91ba77708d4fdcbfa9fcff6afde636c24874ef61755d2023e5947b182a00ae,7f91ba77708d4fdcbfa9fcff6afde636c24874ef61755d2023e5947b182a00ae,UNCHANGED,true,PASS
tests/fixtures/scientific_change_repo/README.md,e76a48bab1202a236b4fb9a7bf4c1d278d53618ff22e0b7a4afc89b2f316037a,e76a48bab1202a236b4fb9a7bf4c1d278d53618ff22e0b7a4afc89b2f316037a,UNCHANGED,true,PASS
tests/fixtures/scientific_change_repo/model_logic.py,181121aafbb2aa8cf996628122550f3deae9b4a615f6da57326eb43c24ebdb51,181121aafbb2aa8cf996628122550f3deae9b4a615f6da57326eb43c24ebdb51,UNCHANGED,true,PASS
tests/fixtures/split_leakage/data.csv,51f8c88b8786325c854d00b3d5622357bdff8f4a30f5934cfced65711c6fab45,51f8c88b8786325c854d00b3d5622357bdff8f4a30f5934cfced65711c6fab45,UNCHANGED,true,PASS
tests/fixtures/split_leakage/manifest.csv,19ddf661d15a02a98236d8afe5cb445034f79b2d2606e788f55e1283755dfdcd,19ddf661d15a02a98236d8afe5cb445034f79b2d2606e788f55e1283755dfdcd,UNCHANGED,true,PASS
tests/fixtures/volatile_change_repo/README.md,5a0ccae4ca041807b2f35b90ae9d91e4fbc2664b9094441448e3bbee36bf2230,5a0ccae4ca041807b2f35b90ae9d91e4fbc2664b9094441448e3bbee36bf2230,UNCHANGED,true,PASS
tests/test_baseline.py,7412bae0b0162a1c9432fa6802630b7388a93f46e8eead9919bc8b4ce1cbcd1c,0413f33cd5dbbc9a355761f3991a94dddf7ddd0dcb9c0ceb0d218f14f8d043ec,MODIFIED,true,PASS
tests/test_candidate_taxonomy.py,8d865239c8a6c0a0bbaeda71862ffa39bf2684069adb545f5ca71b7f5e77391a,8d865239c8a6c0a0bbaeda71862ffa39bf2684069adb545f5ca71b7f5e77391a,UNCHANGED,true,PASS
tests/test_claim_matrix.py,e3a2bf9d3866b21145bd1d96080c67e49b698912c4dbef335e82556dd017439d,e3a2bf9d3866b21145bd1d96080c67e49b698912c4dbef335e82556dd017439d,UNCHANGED,true,PASS
tests/test_cli.py,c9c950fa9857fd45a91d4889ecc92ef8b1fc4b837d45c62a948887d5c4165c3c,de66d0ea54d7eb2033cbc744fd454fc31f56b8ec42d5494e43aef2816e91a8d2,MODIFIED,true,PASS
tests/test_conditional_support.py,06fe8a6f2ae212a2b856ba51d92d2614499a5bb23ba4acd565260333688c5d5f,06fe8a6f2ae212a2b856ba51d92d2614499a5bb23ba4acd565260333688c5d5f,UNCHANGED,true,PASS
tests/test_contamination.py,bb80d1c7608861ecd648157aea757585b6fb3b46675ad342b807a0ca99a5bac0,bb80d1c7608861ecd648157aea757585b6fb3b46675ad342b807a0ca99a5bac0,UNCHANGED,true,PASS
tests/test_csv_io.py,,7ddd888ab42bf611441e494b8e76ce19e24c210714bcef759375e30c4736c01f,ADDED,true,PASS
tests/test_determinism.py,b4fb84a222cb4c6ff884b8bce85792756e21ea0cc197e7b140fa9c2b3a4d93ee,b4fb84a222cb4c6ff884b8bce85792756e21ea0cc197e7b140fa9c2b3a4d93ee,UNCHANGED,true,PASS
tests/test_deviations.py,e3258262f32ebd0dec1aa72131b8d8df9f3f06da472d90f8f261d23bd5df8434,e3258262f32ebd0dec1aa72131b8d8df9f3f06da472d90f8f261d23bd5df8434,UNCHANGED,true,PASS
tests/test_end_to_end.py,3f1532df6171968d83ec8b2ed182ba13e9082ad81ec37ca73ef7f79594d59b35,3f1532df6171968d83ec8b2ed182ba13e9082ad81ec37ca73ef7f79594d59b35,UNCHANGED,true,PASS
tests/test_fold_local.py,9fe162da22fd3467bc663f1eac5459cb7f9dfa4118c245101abcca63e07c846c,9fe162da22fd3467bc663f1eac5459cb7f9dfa4118c245101abcca63e07c846c,UNCHANGED,true,PASS
tests/test_gates.py,7d3d0b4753d0beea3e54193c3820065ae29f7106b82f0792cd1aa9b4164f1e74,7d3d0b4753d0beea3e54193c3820065ae29f7106b82f0792cd1aa9b4164f1e74,UNCHANGED,true,PASS
tests/test_hashing.py,c386677533feaee7fed0b6f3d4831a021ca16596ea1312e2b474404c1ea94ce9,c386677533feaee7fed0b6f3d4831a021ca16596ea1312e2b474404c1ea94ce9,UNCHANGED,true,PASS
tests/test_integrity_policy.py,52efd790fe7720050e7ad8241c82775601875fac036c1212a4f6784c2f4957af,52efd790fe7720050e7ad8241c82775601875fac036c1212a4f6784c2f4957af,UNCHANGED,true,PASS
tests/test_inventory.py,6115bb05e9a6aed1c69105e9f7b2c08ff089ea8bbbf4de52e3b2a48532a380f5,33a50535c5a0b407ab1cc61f28b0596993f79caa96e5903efb6bf2084bac7fc3,MODIFIED,true,PASS
tests/test_joint_support.py,cc6cbe16feb77cbc8500fdcac4725dbd2bbab34c0f8e4fabc55d888f06ae5b0d,cc6cbe16feb77cbc8500fdcac4725dbd2bbab34c0f8e4fabc55d888f06ae5b0d,UNCHANGED,true,PASS
tests/test_leakage.py,421e34833faa12ec72a6c72447f115b4652cacf904e41686643cb2a8b1413119,421e34833faa12ec72a6c72447f115b4652cacf904e41686643cb2a8b1413119,UNCHANGED,true,PASS
tests/test_marginal_support.py,1c8e130cf7ed036245d47486f7341c7a276e979366c4287d7911c194b35cd028,1c8e130cf7ed036245d47486f7341c7a276e979366c4287d7911c194b35cd028,UNCHANGED,true,PASS
tests/test_pareto.py,72ec33b4f36b0612d0eafb1374eb30122afc1359f97b528c2e7bb6457cdcc52f,72ec33b4f36b0612d0eafb1374eb30122afc1359f97b528c2e7bb6457cdcc52f,UNCHANGED,true,PASS
tests/test_release_metadata.py,,b5e77edb6a7fbe9792b827aa2fb1957c494fc45d8d092f0567d0d3487aaea47b,ADDED,true,PASS
tests/test_split_manifest.py,76ac0dbddc70c55afbdf3e5b9046a351234985e203dcb42c085bfdb46abac714,76ac0dbddc70c55afbdf3e5b9046a351234985e203dcb42c085bfdb46abac714,UNCHANGED,true,PASS
tests/test_structural_missingness.py,326126bd78c1ca08ef74cb6c8dfbafebd87955576cadad68df6568cb31b1957d,326126bd78c1ca08ef74cb6c8dfbafebd87955576cadad68df6568cb31b1957d,UNCHANGED,true,PASS
tests/test_verification.py,d90182dea69cdb993b88843f16d9acdaa8f766bd52cb2b94c83013ca06eb9851,d90182dea69cdb993b88843f16d9acdaa8f766bd52cb2b94c83013ca06eb9851,UNCHANGED,true,PASS
tests/test_volatility.py,b30053d4ce2af83ba2fd0a6df3e058fdbb00d14158785f1c3d331704a534795a,b30053d4ce2af83ba2fd0a6df3e058fdbb00d14158785f1c3d331704a534795a,UNCHANGED,true,PASS
